uuid,timestamp,longitude,tag,latitude,type
255237681871477,1325377666,-31.597846984899999,iuu_25523768,28.301700592,vessel
255237681871477,1325377673,-31.598314285299999,iuu_25523768,28.301679611200001,vessel
255237681871477,1325377726,-31.602506637600001,iuu_25523768,28.301399231000001,vessel
255237681871477,1325384130,-32.098987579300001,iuu_25523768,28.273826599100001,vessel
255237681871477,1325384309,-32.112865448000001,iuu_25523768,28.273014068599998,vessel
255237681871477,1325384381,-32.118328094500001,iuu_25523768,28.272706985500001,vessel
255237681871477,1325384405,-32.120178222699998,iuu_25523768,28.2726325989,vessel
255237681871477,1325422739,-35.093894958500002,iuu_25523768,28.107133865400002,vessel
255237681871477,1325428420,-35.527572631799998,iuu_25523768,28.082807540899999,vessel
255237681871477,1325428426,-35.528038024899999,iuu_25523768,28.082780838000001,vessel
255237681871477,1325428594,-35.540939331099999,iuu_25523768,28.082172393800001,vessel
255237681871477,1325451904,-37.331478118900002,iuu_25523768,27.982240676899998,vessel
255237681871477,1325457616,-37.7679023743,iuu_25523768,27.957881927500001,vessel
255237681871477,1325457635,-37.769374847400002,iuu_25523768,27.9578132629,vessel
255237681871477,1325457646,-37.770225524899999,iuu_25523768,27.957780838000001,vessel
255237681871477,1325457659,-37.771236419700003,iuu_25523768,27.957742691,vessel
255237681871477,1325457695,-37.774013519299999,iuu_25523768,27.9576587677,vessel
255237681871477,1325457706,-37.774852752699999,iuu_25523768,27.957620620699998,vessel
255237681871477,1325457719,-37.775859832800002,iuu_25523768,27.957559585599999,vessel
255237681871477,1325457755,-37.778625488300001,iuu_25523768,27.9573574066,vessel
255237681871477,1325457766,-37.7794799805,iuu_25523768,27.957288742100001,vessel
255237681871477,1325457772,-37.7799263,iuu_25523768,27.9572372437,vessel
255237681871477,1325457779,-37.780464172400002,iuu_25523768,27.957212448100002,vessel
255237681871477,1325457790,-37.781307220499997,iuu_25523768,27.957143783599999,vessel
255237681871477,1325511298,-41.899185180700002,iuu_25523768,27.727228164700001,vessel
255237681871477,1325511358,-41.903781890899999,iuu_25523768,27.7268886566,vessel
255237681871477,1325511382,-41.905708312999998,iuu_25523768,27.726764678999999,vessel
255237681871477,1325511502,-41.914882659900002,iuu_25523768,27.726324081400001,vessel
255237681871477,1325511526,-41.916625976600002,iuu_25523768,27.726234435999999,vessel
255237681871477,1325511550,-41.918457031199999,iuu_25523768,27.726121902500001,vessel
255237681871477,1325511610,-41.923042297400002,iuu_25523768,27.725803375200002,vessel
255237681871477,1325511646,-41.925796508799998,iuu_25523768,27.7256221771,vessel
255237681871477,1325517238,-42.356250762899997,iuu_25523768,27.701622009299999,vessel
255237681871477,1325522561,-42.769672393800001,iuu_25523768,27.678474426299999,vessel
255237681871477,1325529089,-43.273551940899999,iuu_25523768,27.650285720799999,vessel
255237681871477,1325529413,-43.298789978000002,iuu_25523768,27.648912429799999,vessel
255237681871477,1325529653,-43.317569732700001,iuu_25523768,27.647850036600001,vessel
255237681871477,1325536013,-43.8160095215,iuu_25523768,27.619895935100001,vessel
255237681871477,1325540531,-44.170890808099998,iuu_25523768,27.6000404358,vessel
255237681871477,1325540591,-44.175579071000001,iuu_25523768,27.599855423000001,vessel
255237681871477,1325540602,-44.176418304400002,iuu_25523768,27.599819183299999,vessel
255237681871477,1325540608,-44.176895141599999,iuu_25523768,27.599794387799999,vessel
255237681871477,1325540662,-44.181079864499999,iuu_25523768,27.599554061900001,vessel
255237681871477,1325540674,-44.182010650599999,iuu_25523768,27.599489212000002,vessel
255237681871477,1325540711,-44.1848945618,iuu_25523768,27.599275589000001,vessel
255237681871477,1325540723,-44.185832977300002,iuu_25523768,27.599208831799999,vessel
255237681871477,1325540771,-44.189575195300002,iuu_25523768,27.5989685059,vessel
255237681871477,1325542535,-44.329650878899997,iuu_25523768,27.5912036896,vessel
255237681871477,1325542583,-44.333534240699997,iuu_25523768,27.590969085699999,vessel
255237681871477,1325542739,-44.3463554382,iuu_25523768,27.590255737300001,vessel
255237681871477,1325548805,-44.826839446999998,iuu_25523768,27.563339233400001,vessel
255237681871477,1325548859,-44.831256866499999,iuu_25523768,27.563085556000001,vessel
255237681871477,1325548865,-44.831653594999999,iuu_25523768,27.5630683899,vessel
255237681871477,1325548925,-44.836418151899998,iuu_25523768,27.562774658199999,vessel
255237681871477,1325548985,-44.841163635299999,iuu_25523768,27.562519073499999,vessel
255237681871477,1325549069,-44.847827911400003,iuu_25523768,27.5622234344,vessel
255237681871477,1325549093,-44.849731445300002,iuu_25523768,27.5621147156,vessel
255237681871477,1325549171,-44.855873107900003,iuu_25523768,27.561697006199999,vessel
255237681871477,1325555519,-45.356945037800003,iuu_25523768,27.5336341858,vessel
255237681871477,1325600147,-48.812534332299997,iuu_25523768,27.339881897000001,vessel
255237681871477,1325600158,-48.813339233400001,iuu_25523768,27.339834213300001,vessel
255237681871477,1325600291,-48.823085784900002,iuu_25523768,27.339372634899998,vessel
255237681871477,1325600338,-48.826530456500002,iuu_25523768,27.3391685486,vessel
255237681871477,1325621473,-50.432785034200002,iuu_25523768,27.249042510999999,vessel
255237681871477,1325621533,-50.437534332299997,iuu_25523768,27.248735427900002,vessel
255237681871477,1325621569,-50.440471649199999,iuu_25523768,27.2485923767,vessel
255237681871477,1325623603,-50.601192474400001,iuu_25523768,27.239490508999999,vessel
255237681871477,1325623614,-50.602058410600002,iuu_25523768,27.2394237518,vessel
255237681871477,1325623626,-50.603080749500002,iuu_25523768,27.239349365199999,vessel
255237681871477,1325628019,-50.945159912100003,iuu_25523768,27.2202186584,vessel
255237681871477,1325628061,-50.948493957499998,iuu_25523768,27.220117568999999,vessel
255237681871477,1325629351,-51.047752380399999,iuu_25523768,27.214485168500001,vessel
255237681871477,1325634529,-51.447120666499998,iuu_25523768,27.192043304399999,vessel
255237681871477,1325634589,-51.451786041299997,iuu_25523768,27.191751480099999,vessel
255237681871477,1325634625,-51.454505920400003,iuu_25523768,27.191587448100002,vessel
255237681871477,1325634655,-51.456829071000001,iuu_25523768,27.191474914600001,vessel
255237681871477,1325634703,-51.4605636597,iuu_25523768,27.191316604600001,vessel
255237681871477,1325634733,-51.462959289600001,iuu_25523768,27.191173553500001,vessel
255237681871477,1325634757,-51.464813232399997,iuu_25523768,27.1910457611,vessel
255237681871477,1325634776,-51.4661941528,iuu_25523768,27.1909389496,vessel
255237681871477,1325641051,-51.948280334499998,iuu_25523768,27.163909912099999,vessel
255237681871477,1325641327,-51.969806671100002,iuu_25523768,27.162708282499999,vessel
255237681871477,1325683169,-55.242794036900001,iuu_25523768,26.978637695300002,vessel
255237681871477,1325712280,-57.394145965600003,iuu_25523768,26.8573970795,vessel
255237681871477,1325713637,-57.496475219700002,iuu_25523768,26.851589202900001,vessel
255237681871477,1325713661,-57.4983253479,iuu_25523768,26.851501464799998,vessel
255237681871477,1325801017,-63.944347381599997,iuu_25523768,26.487752914400001,vessel
255237681871477,1325812226,-64.782424926800005,iuu_25523768,26.4403839111,vessel
255237681871477,1325966978,-75.185279846200004,iuu_25523768,25.8506221771,vessel
255237681871477,1326021877,-78.557548522900007,iuu_25523768,26.361879348799999,vessel
255237681871477,1326025740,-78.735458374000004,iuu_25523768,26.441051483199999,vessel
255237681871477,1326026356,-78.760658264200003,iuu_25523768,26.451793670699999,vessel
255237681871477,1326027099,-78.785934448199995,iuu_25523768,26.4700756073,vessel
255237681871477,1326028378,-78.779846191399997,iuu_25523768,26.511096954300001,vessel
255237681871477,1326029076,-78.772361755399999,iuu_25523768,26.5229167938,vessel
255237681871477,1326032624,-78.770301818799993,iuu_25523768,26.521381378200001,vessel
255237681871477,1326033342,-78.770294189500007,iuu_25523768,26.521392822300001,vessel
